task_id,task_range,inner_id,wid,intent,triage,answer_quality,is_reworked,rework_reason,lead_time_sec,lead_time_min,has_fallback,fallback_value,used_docs_count,used_noise_count,unused_should_use_count,unused_not_needed_count,has_doc_comment,has_answer_comment,completed_by,annotation_created_at,annotation_updated_at,query
164468,164209-165076,260,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,30.116,0.5,True,96,0,0,0,10,False,False,58,2026-03-30T04:26:21.533255Z,2026-03-30T04:26:21.533264Z,아 그냥 열면 다시 돌아가기 힘들다는 건가요
164469,164209-165076,261,lineageclassic,RAG or 초동수사,no,Fair,True,triage|answer_quality|answer_comment,2215.167,36.92,True,98,1,0,8,1,False,True,58,2026-04-01T04:30:05.013371Z,2026-04-02T06:43:26.862438Z,계정 환불방법
164470,164209-165076,262,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,259.316,4.32,True,98,1,0,0,9,True,True,58,2026-03-31T07:46:21.060143Z,2026-03-31T07:46:21.060152Z,해지방법
164471,164209-165076,263,lineageclassic,RAG or 초동수사,yes,Good,True,triage|answer_quality,23.034,0.38,True,98,1,0,0,9,False,False,58,2026-03-30T04:20:15.953684Z,2026-03-30T04:20:15.953692Z,자동프로그램 신고
164472,164209-165076,264,lineageclassic,RAG or 초동수사,yes,Good,True,triage|answer_quality,44.562,0.74,True,98,2,0,0,8,False,False,58,2026-03-30T04:32:29.135182Z,2026-03-30T04:32:29.135190Z,"‘리미티드 90일 이용권’ 구매 후 ‘헤이스트 부적’이 지급되지 않은 현상 후속조치 안내(2/9)

이후에도 받지 않았습니다.



2월8일경 30일 결제를하였고 2월9일 90일 결제 혜택을 준다고 해서 30일 결제 취소후 90일 결제 한 상태입니다.

오늘 날짜 2월10일입니다. 게임 우측하단의 종모양에도 없습니다. 조치부탁드립니다."
164473,164209-165076,265,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,14.613999999999999,0.24,True,99,0,0,0,10,False,False,58,2026-03-31T08:31:33.800863Z,2026-03-31T08:31:33.800872Z,채금 풀어줘
164474,164209-165076,266,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment|answer_comment,694.862,11.58,True,16,0,0,0,0,True,True,58,2026-03-30T04:55:20.115461Z,2026-03-30T04:55:20.115473Z,0xe0000027
164475,164209-165076,267,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,19.847,0.33,True,97,1,0,0,9,False,False,58,2026-03-30T04:33:44.020688Z,2026-03-30T04:33:44.020697Z,레기온 한번 탈퇴하면 재가입 안되나여?
164476,164209-165076,268,lineageclassic,RAG or 초동수사,yes,Good,True,triage|answer_quality,22.151,0.37,True,99,0,0,0,2,False,False,58,2026-03-31T08:34:58.928180Z,2026-03-31T08:34:58.928187Z,피시방 이벤트 아이디 기입 잘못으로 다른케릭에 들어갔어요
164477,164209-165076,269,lineageclassic,외국어,,,False,,71.69,1.19,True,16,0,0,0,0,False,False,58,2026-03-30T04:13:31.588690Z,2026-03-30T04:13:31.588699Z,tlfnEjr
164478,164209-165076,270,lineageclassic,"게임 외 질문(일상/메타성, 의미 없는 발화 등)",,,False,,2.684,0.04,True,14,0,0,0,0,False,False,58,2026-03-30T04:13:35.866925Z,2026-03-30T04:13:35.866933Z,너 문제 많다 AI
164479,164209-165076,271,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,60.592,1.01,True,99,0,0,0,1,False,False,58,2026-04-01T01:46:35.338687Z,2026-04-01T01:46:35.338713Z,업데이트가있다해서 업데이트를 시작하면 게임이 설치되어있었음에도 불구하고 설치를 처음부터 진행합니다. 이런형상이 현재 3번쨰에요
164480,164209-165076,272,lineageclassic,RAG or 초동수사,yes,Fair,True,triage|answer_quality|answer_comment,3322.574,55.38,True,98,0,1,4,5,False,True,58,2026-03-31T08:54:18.292307Z,2026-04-01T01:55:41.206649Z,"현재 3개월 이용권 이용중인데, 정기구독으로 변경할수있나요?"
164481,164209-165076,273,lineageclassic,RAG or 초동수사,no,Good,True,triage|answer_quality,678.5759999999999,11.31,True,98,3,0,4,3,False,False,58,2026-03-31T04:41:56.080146Z,2026-03-31T04:41:56.080154Z,리니지클레식 환불 금액
164482,164209-165076,274,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,425.517,7.09,True,99,0,0,0,10,False,False,58,2026-04-01T01:00:11.171387Z,2026-04-01T01:00:11.171397Z,루드라 1~2넴 진행중에 1넴에서 보스 파티를 못들어가서 못깼네요 확인부탁드려요
164483,164209-165076,275,aion2,욕설/비난/비윤리적_주제,,,False,,110.361,1.84,False,,0,1,0,9,False,False,58,2026-03-31T07:06:19.756413Z,2026-03-31T07:06:19.756422Z,"천족, 마족 전채널을 생성제한으로 막아버리면 캐릭터 어케 만들고 겜하라구요 정신나갔어요? 어떤 미친 게임이 모든 서버를 생성제한걸어요"
164484,164209-165076,276,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality|doc_comment,4365.402,72.76,True,97,3,0,0,7,True,False,58,2026-03-31T07:07:49.584896Z,2026-03-31T07:07:49.584905Z,각성의 팔찌 계승 안되는데요??
164485,164209-165076,277,aion2,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,119.781,2.0,False,,0,2,0,8,False,False,58,2026-04-01T05:22:17.681511Z,2026-04-01T05:22:17.681519Z,게임 내 서비스
164486,164209-165076,278,lineageclassic,외국어,,,False,,1.97,0.03,True,16,0,0,0,0,False,False,58,2026-03-30T04:13:43.451556Z,2026-03-30T04:13:43.451568Z,qhddlsgowpqkdqjq
164487,164209-165076,279,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,98.246,1.64,False,,0,0,0,10,True,True,58,2026-03-30T04:37:42.484147Z,2026-03-30T04:37:42.484155Z,바이크론 획득
164488,164209-165076,280,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|answer_comment,69.027,1.15,False,,0,0,0,10,False,True,58,2026-03-31T06:06:20.412542Z,2026-03-31T06:06:20.412551Z,시스템 모니터 해상도 3840*2160 인게임내에 마우스 커서가 너무 작게 보이는데 모니터 해상도를 낮추지 않고 마우스 커서를 좀 크게 보이는 방법
164489,164209-165076,281,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,208.639,3.48,False,,0,1,0,9,True,True,58,2026-03-30T04:39:35.860618Z,2026-03-31T06:08:13.144432Z,윈도우7에서가동
164490,164209-165076,282,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,25.201,0.42,True,97,3,0,0,7,False,False,58,2026-03-31T06:08:43.289956Z,2026-03-31T06:08:43.289963Z,고객지원센타 신고하기
164491,164209-165076,283,aion2,RAG or 초동수사,yes,Fair,True,triage|answer_quality|answer_comment,3137.775,52.3,True,98,1,0,1,8,False,True,58,2026-03-31T09:03:11.592229Z,2026-04-06T00:09:50.459563Z,캐릭터 닉네임이 변경되었어요
164492,164209-165076,284,lineageclassic,RAG or 초동수사,yes,Fair,True,triage|answer_quality|answer_comment,257.00100000000003,4.28,False,,1,0,4,5,False,True,58,2026-03-31T08:17:06.251556Z,2026-03-31T08:17:06.251565Z,말하는두루마리 없음
164493,164209-165076,285,aion2,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,408.10100000000006,6.8,True,98,0,1,0,9,False,False,58,2026-04-01T05:22:55.306046Z,2026-04-01T05:22:55.306054Z,임시제재잖아
164494,164209-165076,286,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,1187.156,19.79,False,,2,1,0,7,True,True,58,2026-04-01T01:35:50.654203Z,2026-04-01T01:35:50.654212Z,무기공격속도올리는법
164495,164209-165076,287,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,251.75,4.2,False,,2,0,0,8,False,False,58,2026-03-31T06:20:11.196614Z,2026-04-02T06:19:08.148278Z,신비로운결정 획득처 알려줘
164496,164209-165076,288,lineageclassic,RAG or 초동수사,no,Good,True,triage|answer_quality,232.11799999999997,3.87,True,98,2,0,0,8,False,False,58,2026-03-31T08:19:56.519561Z,2026-03-31T08:20:16.276529Z,캐릭삭제복구기간
164497,164209-165076,289,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,207.749,3.46,False,,0,1,0,9,True,True,58,2026-04-01T09:46:24.135281Z,2026-04-01T09:46:24.135289Z,도베르만 16래벨 3마리가 야생화되었다는데 찾고싶어요
164498,164209-165076,290,aion2,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,2.861,0.05,True,96,0,0,0,0,False,False,58,2026-03-30T04:14:14.282663Z,2026-03-30T04:14:14.282673Z,ㅠㅠ 진짜초보유저인데 상심이너무커서 일도 손에안잡히고 한번만 도와주세요…
164499,164209-165076,291,lineageclassic,"게임 외 질문(일상/메타성, 의미 없는 발화 등)",,,False,,2.017,0.03,True,14,0,0,0,0,False,False,58,2026-03-30T04:14:17.968391Z,2026-03-30T04:14:17.968403Z,ㅡㅡ;
164500,164209-165076,292,bnsneo,RAG or 초동수사,no,Good,True,triage|answer_quality,104.644,1.74,True,97,3,0,0,7,False,False,58,2026-03-31T06:23:48.695466Z,2026-03-31T06:23:48.695475Z,퍼플 및 블소네오 게임 실행이 안되서 삭제 후 다시 다운로드 하려고 합니다.
164501,164209-165076,293,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,228.171,3.8,False,,0,0,0,10,True,True,59,2026-03-31T04:35:17.217644Z,2026-03-31T04:35:17.217653Z,사망시 부활
164502,164209-165076,294,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,23.179,0.39,True,98,1,0,0,9,False,False,59,2026-03-30T08:58:17.665024Z,2026-03-30T08:58:17.665032Z,게임 이용 중 불특정인의 소리전달 현상
164503,164209-165076,295,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,46.658,0.78,True,99,0,0,0,1,False,False,59,2026-03-31T00:31:09.220481Z,2026-03-31T04:38:23.963521Z,아니 어제 상점돌리던부캐템을 못옮겼는데 5분만 열어주실순 없을까요 어제 밤에 따로 공지도 없어서 생각도 못했는데 ㅠ
164504,164209-165076,296,lineagem,타 게임 / 외부 서비스,,,False,,178.71699999999998,2.98,True,99,0,0,0,10,False,False,59,2026-03-31T04:05:27.639305Z,2026-03-31T04:06:53.976742Z,구글플레이스토어 환불 기간
164505,164209-165076,297,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,475.744,7.93,True,96,0,0,0,10,True,True,59,2026-03-30T07:22:37.197827Z,2026-03-30T07:22:37.197838Z,방문상담 주소
164506,164209-165076,298,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment,218.795,3.65,True,99,0,0,0,10,True,False,59,2026-03-31T01:07:06.991580Z,2026-04-02T07:33:29.832633Z,0xE0000027 팅김
164507,164209-165076,299,lineagem,RAG or 초동수사,yes,Good,True,triage|answer_quality,39.373,0.66,True,98,1,0,0,9,False,False,59,2026-03-31T04:07:29.761690Z,2026-03-31T04:07:29.761699Z,"내번호로 사전예약 했는데 캐릭이 뜨네요??
번호는 탈퇴 신청을 했는데"
164508,164209-165076,300,lineageclassic,"게임 외 질문(일상/메타성, 의미 없는 발화 등)",,,False,,15.242,0.25,False,,0,0,0,10,False,False,59,2026-03-30T08:47:58.178874Z,2026-03-30T08:47:58.178884Z,동영상 종료하는법 알려줘
164509,164209-165076,301,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,2.834,0.05,False,,0,0,0,10,False,False,59,2026-03-30T07:43:14.602474Z,2026-03-30T07:43:14.602481Z,정확한 수치화
164510,164209-165076,302,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,402.68199999999996,6.71,False,,1,0,0,9,False,False,59,2026-03-30T07:49:12.977054Z,2026-04-02T05:11:37.228338Z,캐릭터 삭제 후 동일한 닉네임 변경
164511,164209-165076,303,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,256.188,4.27,True,98,1,0,0,9,False,False,59,2026-03-31T04:11:47.908372Z,2026-03-31T04:11:47.908383Z,구매내역 어디서 볼수있나요? 못찾겠어요 자세히알려주세요
164512,164209-165076,304,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,104.481,1.74,False,,1,0,9,0,False,False,59,2026-03-31T04:14:47.126162Z,2026-03-31T04:14:47.126170Z,제한사유
164513,164209-165076,305,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,159.486,2.66,False,,0,0,0,2,True,True,59,2026-03-31T01:00:54.848207Z,2026-03-31T01:00:54.848216Z,3월 정기점검
164514,164209-165076,306,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,750.644,12.51,True,97,3,0,0,7,False,False,59,2026-03-31T06:39:48.031124Z,2026-03-31T06:39:48.031134Z,고객센터 보내줘
164515,164209-165076,307,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,716.721,11.95,True,96,0,0,0,0,False,False,59,2026-03-30T07:55:57.190985Z,2026-04-02T05:49:04.786359Z,빨리진행이왜안되나요?
164516,164209-165076,308,aion2,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,267.60499999999996,4.46,False,,0,3,0,7,False,False,59,2026-03-30T07:56:05.121689Z,2026-03-31T04:38:55.670037Z,검색 불가
164517,164209-165076,309,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,205.798,3.43,False,,1,0,3,6,False,False,59,2026-03-31T06:45:58.838070Z,2026-03-31T06:45:58.838078Z,시즌1 종료시점은 언제인가?
164518,164209-165076,310,lineageclassic,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment|answer_comment,494.21599999999995,8.24,True,97,0,1,0,9,True,True,59,2026-03-31T07:58:55.656643Z,2026-03-31T08:00:06.090754Z,문의신청
164519,164209-165076,311,lineage2m,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,235.847,3.93,False,,0,3,0,7,True,True,59,2026-03-30T08:03:33.945872Z,2026-04-02T04:49:53.061915Z,시즌패스 넵! 알겠습니다 미션은 어떻게 참여하는건가요 ?
164520,164209-165076,312,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,1689.7089999999998,28.16,False,,0,1,0,9,True,True,59,2026-03-31T07:08:30.027412Z,2026-04-06T06:54:27.335576Z,멤버십 선물가능
164521,164209-165076,313,aion2,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,8.417,0.14,False,,0,1,0,9,False,False,59,2026-03-30T07:00:03.758177Z,2026-03-31T04:39:04.056713Z,아 죄송합니다 이게 스킬 트리 아르카나가 다 빠져있었어요 왜그랫지
164522,164209-165076,314,lineagem,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,2103.384,35.06,False,,0,0,0,10,True,False,59,2026-03-31T07:51:46.533040Z,2026-04-07T08:43:08.689067Z,키 추가 설정
164523,164209-165076,315,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality,967.5310000000001,16.13,True,98,0,2,0,8,False,False,59,2026-03-31T08:29:30.010807Z,2026-04-02T07:14:56.469098Z,캐시날개를 샀는데 획득표시가 안뜨고 품절되있다고만 뜨고있습니다
164524,164209-165076,316,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,19.823,0.33,True,99,0,0,0,10,False,False,59,2026-03-31T08:29:47.240050Z,2026-04-02T05:11:12.874656Z,보상열쇠 말고 열쇠로 카드를 열었는데 보상이 안들어왔다구요
164525,164209-165076,317,lineageclassic,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment|answer_comment,106.48,1.77,True,98,0,1,0,9,True,True,59,2026-03-31T08:01:56.578013Z,2026-03-31T08:01:56.578025Z,코인 구매했는데 구매확인은되는데
164526,164209-165076,318,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,88.434,1.47,False,,0,0,0,10,True,True,59,2026-03-30T08:04:59.207393Z,2026-04-02T04:58:55.847522Z,다른유저 검색은 어떻게하나요?
164527,164209-165076,319,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality,415.191,6.92,True,98,0,1,0,9,False,False,59,2026-03-31T00:14:38.121592Z,2026-03-31T00:14:38.121602Z,신규유져인데 퍼플로그인시 아이온2 알수없는 캐릭터가있고 이용제한되어있다
164528,164209-165076,320,lineagew,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,1380.4769999999999,23.01,True,99,0,0,0,10,True,False,59,2026-03-31T00:30:46.044409Z,2026-04-02T06:15:48.828210Z,기기관리 해제
164529,164209-165076,321,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,456.518,7.61,True,98,1,0,1,8,False,False,59,2026-03-31T07:16:41.537775Z,2026-04-01T02:02:46.061713Z,성장 > 커스텀에 펫 수집이 있는데 200 마리중 193 마리 모앗다고되있음 근데 실제 펫 에 들어가면 200마리중 199마리 모앗다고되잇는데
164530,164209-165076,322,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|answer_comment,133.376,2.22,False,,0,0,0,1,False,True,59,2026-03-31T07:20:20.184076Z,2026-04-07T08:46:42.477187Z,아니 임점공지를 갑자기.... 회랑 들어가자마자 봤는데 회랑 초기화 해주나요
164531,164209-165076,323,lineageclassic,RAG or 초동수사,no,Good,True,triage|answer_quality,182.486,3.04,False,,1,0,0,9,False,False,59,2026-03-31T08:05:07.283227Z,2026-03-31T08:05:07.283235Z,혈마크 만드는 방법
164532,164209-165076,324,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality|answer_comment,2016.715,33.61,True,97,2,0,0,8,False,True,59,2026-03-30T08:29:37.431126Z,2026-04-02T05:14:08.086524Z,문의를 해도 확인 안한다니까요?
164533,164209-165076,325,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|answer_comment,341.72700000000003,5.7,False,,1,0,0,9,False,True,59,2026-04-01T02:07:29.455925Z,2026-04-01T04:14:40.060918Z,제한 생성 어떻게 해야 할까요
164534,164209-165076,326,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,9.523,0.16,False,,0,1,0,9,False,False,59,2026-03-30T06:59:31.776231Z,2026-03-31T04:39:08.650165Z,지금
164535,164209-165076,327,bnsneo,RAG or 초동수사,no,Bad,True,triage|answer_quality|answer_comment,895.2909999999999,14.92,False,,0,2,0,8,False,True,59,2026-03-31T08:43:23.550680Z,2026-04-02T08:02:15.549431Z,공격 100이 치명타시 흡혈효과를 받으면
164536,164209-165076,328,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,1802.0810000000001,30.03,False,,0,0,0,10,True,True,59,2026-03-31T08:37:34.532647Z,2026-04-06T07:28:11.648709Z,중갑갑옷은 어디서 구매?
164537,164209-165076,329,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,35.926,0.6,False,,3,0,0,7,False,False,59,2026-03-31T07:21:55.162226Z,2026-03-31T07:21:55.162237Z,아이온2 보안
164538,164209-165076,330,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,296.784,4.95,False,,2,0,0,8,True,True,59,2026-03-31T08:48:22.222169Z,2026-03-31T08:48:22.222178Z,공식 홈페이지에서 게임 실행 방법
164539,164209-165076,331,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,589.208,9.82,True,97,2,0,3,5,False,False,59,2026-03-31T00:55:32.593193Z,2026-03-31T00:55:32.593202Z,멤버쉽 산들바람 구독중인데 첸가룽을 지금 구매하면 어떻게 되나요? 슈고특급으로 변경은 안되나요?
164540,164209-165076,332,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,60.098,1.0,True,98,1,0,1,8,False,False,59,2026-03-31T08:49:24.117308Z,2026-03-31T08:49:24.117316Z,"비밀번호 설정 방법을 알려주세요. 현재 계정에 비밀번호가 설정되어 있지 않아서, 이메일로 로그인할 수 없습니다. 홈페이지에서 비밀번호를 설정하려면 어떻게 해야 하나요?"
164541,164209-165076,333,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment,982.957,16.38,True,96,0,0,0,10,True,False,59,2026-03-31T08:21:54.691604Z,2026-04-02T05:29:52.882746Z,S:4624 에러는 무엇인가요?
164542,164209-165076,334,lineageclassic,RAG or 초동수사,no,Fair,True,triage|answer_quality|answer_comment,2167.035,36.12,False,,3,0,0,7,False,True,59,2026-03-31T09:06:02.533880Z,2026-04-07T09:12:25.176067Z,코인사용법 알려줘
164543,164209-165076,335,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|answer_comment,348.378,5.81,False,,0,0,0,4,False,True,59,2026-03-31T06:51:52.152757Z,2026-03-31T06:51:52.152770Z,아이온2 업데이트 삭제
164544,164209-165076,336,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,97.039,1.62,False,,0,0,0,10,True,True,59,2026-03-30T07:40:09.892419Z,2026-03-30T07:40:09.892427Z,다마스커스검 매입하는 엔피씨 있나요?
164545,164209-165076,337,aion2,RAG or 초동수사,no,Fair,True,triage|answer_quality|doc_comment|answer_comment,394.979,6.58,False,,2,0,0,8,True,True,59,2026-04-01T02:00:45.483282Z,2026-04-01T04:13:27.372232Z,루드라
164546,164209-165076,338,lineageclassic,RAG or 초동수사,yes,Bad,True,triage|answer_quality|answer_comment,26.183,0.44,True,97,0,3,0,7,False,True,59,2026-03-31T01:01:21.352352Z,2026-03-31T01:01:37.100169Z,문의내용 답변
164547,164209-165076,339,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,19.819,0.33,True,98,1,0,0,9,False,False,59,2026-03-31T04:31:16.139434Z,2026-03-31T04:31:16.139442Z,아이온2 1pc에서 제꺼 명의 2~3계정 있는데 그렇게 접속해도 상관없나요?
164548,164209-165076,340,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,351.985,5.87,False,,1,0,0,9,False,False,59,2026-03-31T01:46:18.789815Z,2026-04-02T08:20:11.506656Z,모바일로 오드채취하고있었는데 인증하라고해서했더니 변신되는경우는뭐야
164549,164209-165076,341,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment|answer_comment,60.36,1.01,True,99,0,0,0,10,True,True,59,2026-03-31T01:53:47.772755Z,2026-03-31T01:53:47.772832Z,케릭터 끼임
164550,164209-165076,342,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,125.512,2.09,True,98,2,0,0,8,False,False,59,2026-03-31T06:57:11.156812Z,2026-03-31T06:57:11.156821Z,복구 처리
164551,164209-165076,343,lineageclassic,RAG or 초동수사,yes,Bad,True,triage|answer_quality|answer_comment,3857.338,64.29,True,98,0,1,0,9,False,True,85,2026-03-30T07:56:11.391543Z,2026-04-06T01:03:20.736467Z,결제 계정 변경
164552,164209-165076,344,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,727.2739999999999,12.12,True,99,0,0,0,10,True,False,85,2026-03-30T08:01:43.224127Z,2026-04-06T01:49:15.395488Z,비밀번호를 변경하고 싶습니다.
164553,164209-165076,345,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,1030.75,17.18,True,97,2,0,0,8,False,False,85,2026-03-31T06:09:42.454353Z,2026-04-02T08:20:01.811286Z,문의 했는데 답변이 안와
164554,164209-165076,346,aion2,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,7.044,0.12,True,14,0,0,0,0,False,False,85,2026-03-30T08:10:10.435418Z,2026-03-30T08:10:10.435429Z,언제되냐고
164555,164209-165076,347,lineageclassic,RAG or 초동수사,yes,Fair,True,triage|answer_quality|answer_comment,785.8109999999999,13.1,True,98,1,0,0,9,False,True,85,2026-03-30T08:14:36.900268Z,2026-04-07T06:21:25.559116Z,게임을 하려고 신한은행 가상계좌로 29700원 입금완료했는데 홈페이지 코인이 안뜨네요
164556,164209-165076,348,aion2,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment,640.562,10.68,True,97,0,1,0,9,True,False,85,2026-03-30T08:23:27.209066Z,2026-04-02T08:31:56.196403Z,갑자기 접속이 안되요
164557,164209-165076,349,lineageclassic,RAG or 초동수사,yes,Bad,True,triage|answer_quality|doc_comment|answer_comment,264.651,4.41,True,99,0,0,0,10,True,True,85,2026-03-31T09:18:25.177345Z,2026-04-01T04:31:40.151370Z,서버처음시작해서 만카오수치 되돌려주시면 감사합니다
164558,164209-165076,350,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,743.469,12.39,False,,0,0,0,10,True,True,85,2026-03-30T08:53:04.655800Z,2026-04-02T08:53:28.133140Z,마나지팡이 획득법
164559,164209-165076,351,aion2,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,17.431,0.29,False,,0,0,0,10,False,False,85,2026-03-30T08:53:23.483943Z,2026-03-30T08:53:23.483951Z,모바일 입력 페이지
164560,164209-165076,352,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,632.2239999999999,10.54,True,96,0,0,0,10,False,False,85,2026-03-31T06:56:16.820725Z,2026-04-07T04:43:07.583851Z,인증오류번호 101703
164561,164209-165076,353,lineageclassic,"멀티턴 / 문맥 부족 (게임, 고객 서비스 관련)",,,False,,35.931,0.6,False,,0,0,0,10,False,False,85,2026-03-30T08:54:26.412574Z,2026-03-30T08:54:26.412582Z,수렵
164562,164209-165076,354,aion2,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment,1419.6789999999999,23.66,True,97,0,1,0,9,True,False,85,2026-04-01T00:52:15.507641Z,2026-04-06T08:37:56.936638Z,아이온2에서 민첩이나 정확같은 스텟은 200이상을 획득하면 적용이 안되?
164563,164209-165076,355,lineageclassic,RAG or 초동수사,no,Bad,True,triage|answer_quality|doc_comment|answer_comment,1363.349,22.72,False,,0,0,0,10,True,True,85,2026-03-30T09:01:58.360529Z,2026-04-06T08:38:52.486964Z,더 자세히 알려줄래? 거기서 터틀 드래곤 잡으라는데 어디서 출현하는지 정도는 알아야 잡지
164564,164209-165076,356,lineageclassic,RAG or 초동수사,no,Good,True,triage|answer_quality,926.253,15.44,False,,2,0,3,5,False,False,85,2026-03-30T09:06:53.484144Z,2026-04-06T01:00:34.128559Z,무기가 손상됐어 어떻게해야돼?
164565,164209-165076,357,lineageclassic,RAG or 초동수사,yes,Good,True,triage|answer_quality,275.724,4.6,True,96,0,0,0,0,False,False,85,2026-04-01T00:52:27.076180Z,2026-04-06T08:45:32.777376Z,오늘 질문한 질의는 언제 답변 받을 수 있나요
164566,164209-165076,358,lineageclassic,RAG or 초동수사,yes,Fair,True,triage|answer_quality|doc_comment|answer_comment,520.701,8.68,True,97,1,0,0,9,True,True,85,2026-04-01T04:21:35.559752Z,2026-04-02T07:14:56.387712Z,리니지 클랙식 접속이 안돼
164567,164209-165076,359,aion2,RAG or 초동수사,no,Good,True,triage|answer_quality,30.658,0.51,False,,1,0,0,9,False,False,85,2026-03-30T09:10:01.221911Z,2026-03-30T09:10:01.221920Z,맹세의주화는 어디에서 사용 하나요?
164568,164209-165076,360,lineageclassic,RAG or 초동수사,yes,Bad,True,triage|answer_quality|answer_comment,4386.268,73.1,False,,0,0,0,10,False,True,85,2026-03-31T07:19:53.661762Z,2026-04-06T10:43:59.393337Z,글루디오던전은 왜못들어가나요?
164569,164209-165076,361,aion2,RAG or 초동수사,yes,Good,True,triage|answer_quality,9.453,0.16,True,99,0,0,0,10,False,False,85,2026-03-31T07:20:04.667421Z,2026-03-31T07:20:04.667431Z,재제 언제풀리나요
